coder_hermes	caffe-cifar-10
coder_hermes	feal-differential-cryptanalysis
coder_hermes	feal-linear-cryptanalysis
coder_hermes	fix-code-vulnerability
coder_hermes	fix-git
coder_hermes	git-multibranch
coder_hermes	gpt2-codegolf
coder_hermes	install-windows-3.11
coder_hermes	large-scale-text-editing
coder_hermes	mailman
coder_hermes	mcmc-sampling-stan
coder_hermes	merge-diff-arc-agi-task
coder_hermes	password-recovery
coder_hermes	path-tracing
coder_hermes	polyglot-c-py
coder_hermes	pytorch-model-recovery
coder_hermes	query-optimize
coder_hermes	regex-chess
coder_hermes	rstan-to-pystan
coder_hermes	sparql-university
coder_hermes	torch-pipeline-parallelism
coder_hermes	torch-tensor-parallelism
coder_hermes	write-compressor
coder_langgraph	caffe-cifar-10
coder_langgraph	feal-differential-cryptanalysis
coder_langgraph	feal-linear-cryptanalysis
coder_langgraph	fix-code-vulnerability
coder_langgraph	fix-git
coder_langgraph	git-multibranch
coder_langgraph	gpt2-codegolf
coder_langgraph	install-windows-3.11
coder_langgraph	large-scale-text-editing
coder_langgraph	mailman
coder_langgraph	mcmc-sampling-stan
coder_langgraph	merge-diff-arc-agi-task
coder_langgraph	password-recovery
coder_langgraph	path-tracing
coder_langgraph	polyglot-c-py
coder_langgraph	pytorch-model-recovery
coder_langgraph	query-optimize
coder_langgraph	regex-chess
coder_langgraph	rstan-to-pystan
coder_langgraph	sparql-university
coder_langgraph	torch-pipeline-parallelism
coder_langgraph	torch-tensor-parallelism
coder_langgraph	write-compressor
instruct_hermes	distribution-search
instruct_hermes	dna-assembly
instruct_hermes	filter-js-from-html
instruct_hermes	install-windows-3.11
instruct_hermes	large-scale-text-editing
instruct_hermes	mcmc-sampling-stan
instruct_hermes	nginx-request-logging
instruct_hermes	polyglot-c-py
instruct_hermes	protein-assembly
instruct_hermes	regex-log
instruct_hermes	sparql-university
instruct_hermes	torch-tensor-parallelism
instruct_langgraph	distribution-search
instruct_langgraph	dna-assembly
instruct_langgraph	filter-js-from-html
instruct_langgraph	install-windows-3.11
instruct_langgraph	large-scale-text-editing
instruct_langgraph	mcmc-sampling-stan
instruct_langgraph	nginx-request-logging
instruct_langgraph	polyglot-c-py
instruct_langgraph	protein-assembly
instruct_langgraph	regex-log
instruct_langgraph	sparql-university
instruct_langgraph	torch-tensor-parallelism
thinking_hermes	merge-diff-arc-agi-task
thinking_hermes	prove-plus-comm
thinking_hermes	sparql-university
thinking_langgraph	merge-diff-arc-agi-task
thinking_langgraph	prove-plus-comm
thinking_langgraph	sparql-university
coder_hermes	custom-memory-heap-crash
coder_langgraph	custom-memory-heap-crash
coder_hermes	dna-assembly
coder_langgraph	dna-assembly
instruct_hermes	chess-best-move
instruct_langgraph	chess-best-move
instruct_hermes	fix-ocaml-gc
instruct_langgraph	fix-ocaml-gc
instruct_hermes	train-fasttext
instruct_langgraph	train-fasttext
instruct_hermes	winning-avg-corewars
instruct_langgraph	winning-avg-corewars
thinking_hermes	winning-avg-corewars
thinking_langgraph	winning-avg-corewars
